order_id,user_id,item_id,quantity,order_date
24237,1903,369,9,2024-02-29
24238,7171,500,1,2023-10-19
24239,8336,451,7,2023-12-13
24240,3946,107,5,2023-05-16
24241,4533,180,4,2025-05-01
24242,9539,226,6,2025-02-28
24243,767,282,3,2024-12-25
24244,9332,458,1,2023-10-31
24245,3296,489,9,2023-08-05
24246,5279,200,10,2024-10-15
24247,8219,24,3,2024-06-02
24248,9128,156,5,2024-07-30
24249,32,478,3,2023-05-10
24250,7385,265,4,2024-07-02
24251,6880,355,3,2023-08-07
24252,6202,283,5,2024-02-28
24253,4851,56,5,2024-12-23
24254,7501,307,1,2023-09-20
24255,4325,147,8,2025-03-15
24256,5346,42,6,2024-01-08
24257,3842,459,8,2024-11-22
24258,9923,86,7,2023-07-29
24259,294,429,7,2023-12-03
24260,346,459,9,2023-11-06
24261,2117,128,9,2024-10-20
24262,2402,6,1,2024-11-06
24263,226,350,3,2025-04-30
24264,9734,242,9,2025-04-17
24265,141,216,8,2024-06-07
24266,9049,72,5,2024-07-31
24267,6913,161,6,2024-05-06
24268,3319,3,10,2024-05-19
24269,2416,77,3,2024-09-26
24270,2786,62,3,2024-01-25
24271,8422,281,2,2025-04-22
24272,6533,320,1,2024-11-06
24273,3356,407,6,2023-10-21
24274,8791,420,4,2025-05-08
24275,2860,368,3,2024-04-29
24276,3730,86,8,2023-12-15
24277,2354,116,5,2024-10-25
24278,4245,71,5,2024-01-02
24279,1170,461,7,2023-09-08
24280,949,265,4,2024-10-09
24281,9113,269,2,2023-05-19
24282,4167,388,9,2023-09-20
24283,9571,332,10,2023-06-05
24284,4441,278,3,2025-03-11
24285,2689,110,4,2023-07-04
24286,2080,91,9,2024-06-27
24287,4934,218,7,2025-02-21
24288,1958,309,10,2023-06-03
24289,9291,228,2,2023-06-01
24290,744,261,2,2024-10-21
24291,8340,205,4,2024-12-08
24292,2404,480,2,2023-07-04
24293,3931,330,4,2024-11-08
24294,7309,480,6,2025-03-05
24295,2926,42,5,2023-08-26
24296,5649,339,6,2024-05-30
24297,4947,132,8,2024-11-05
24298,2151,80,8,2023-09-20
24299,457,366,1,2024-03-16
24300,4328,265,10,2023-07-28
24301,8068,411,5,2024-04-04
24302,4166,85,3,2023-11-21
24303,5624,315,8,2023-05-13
24304,3288,17,4,2024-07-05
24305,8055,130,9,2024-08-29
24306,5976,332,1,2024-11-21
24307,8597,109,8,2024-07-09
24308,4405,434,4,2023-12-11
24309,2377,376,1,2024-04-02
24310,856,205,1,2023-06-08
24311,9024,127,1,2023-08-26
24312,7449,250,4,2024-07-15
24313,7123,383,7,2024-04-10
24314,7914,390,6,2023-10-14
24315,8319,183,10,2024-02-19
24316,8501,227,8,2023-08-15
24317,1534,373,6,2025-04-17
24318,7665,431,4,2024-04-24
24319,3708,120,6,2024-11-18
24320,3644,257,4,2024-06-08
24321,8173,393,10,2024-07-16
24322,611,95,4,2024-11-24
24323,8752,371,10,2025-04-17
24324,4769,401,1,2024-05-12
24325,5350,224,10,2023-08-01
24326,4743,348,8,2023-08-14
24327,6223,391,2,2023-09-10
24328,2766,238,9,2024-06-20
24329,1963,79,1,2024-11-23
24330,7560,311,7,2024-11-01
24331,2536,144,9,2023-10-09
24332,590,451,10,2025-01-19
24333,5787,82,3,2024-08-10
24334,4296,337,3,2025-01-27
24335,7448,168,7,2025-04-22
24336,1898,446,8,2024-01-23
24337,4022,460,8,2024-05-28
24338,2478,28,2,2024-01-30
24339,7798,436,1,2024-01-21
24340,1043,58,8,2024-06-15
24341,5263,327,6,2023-06-14
24342,5455,356,7,2024-10-03
24343,7450,236,5,2024-01-21
24344,7863,127,6,2024-05-29
24345,1834,23,7,2023-11-30
24346,7427,367,5,2023-08-08
24347,4868,134,10,2023-05-16
24348,9921,405,9,2023-07-11
24349,9235,22,8,2023-10-11
24350,2040,359,7,2023-08-31
24351,7999,322,8,2025-05-01
24352,8510,459,9,2023-10-23
24353,858,121,1,2025-03-17
24354,2715,147,10,2025-03-09
24355,2221,113,1,2024-12-20
24356,160,287,4,2024-09-09
24357,3676,155,2,2023-07-18
24358,8740,246,2,2023-07-15
24359,5246,362,6,2024-12-05
24360,300,415,4,2024-04-07
24361,3181,29,4,2024-05-26
24362,8349,483,1,2024-03-03
24363,3120,385,6,2024-11-28
24364,4416,106,2,2024-09-09
24365,4085,226,4,2023-11-08
24366,1792,78,10,2024-10-18
24367,6049,408,1,2024-12-24
24368,4433,283,9,2023-07-23
24369,8937,56,10,2023-12-28
24370,8866,256,6,2023-07-24
24371,9260,435,10,2024-05-18
24372,7578,117,3,2024-01-16
24373,2907,329,10,2024-01-15
24374,2182,448,8,2024-04-01
24375,8605,20,10,2024-03-08
24376,9674,74,9,2024-11-11
24377,3855,452,10,2024-09-09
24378,8840,203,4,2024-06-05
24379,9470,49,1,2025-03-18
24380,6874,92,1,2023-12-28
24381,4530,488,7,2024-05-14
24382,7537,288,7,2023-12-12
24383,3220,465,1,2024-03-16
24384,3647,278,2,2024-12-01
24385,6349,297,2,2023-09-04
24386,9363,387,5,2025-04-14
24387,8935,202,8,2024-05-02
24388,641,240,7,2024-04-30
24389,8812,384,7,2025-03-31
24390,4201,140,5,2024-10-29
24391,9611,33,2,2023-08-22
24392,8941,180,2,2023-05-22
24393,693,55,6,2024-02-10
24394,4305,343,3,2024-02-16
24395,7215,399,3,2025-01-24
24396,5291,172,8,2023-05-17
24397,3745,8,2,2024-08-31
24398,8260,383,1,2025-02-09
24399,8609,254,3,2023-10-21
24400,5529,258,5,2024-04-05
24401,2875,438,4,2024-06-07
24402,271,68,3,2023-05-19
24403,7789,475,3,2024-06-05
24404,7943,354,6,2024-02-06
24405,2593,59,6,2023-06-08
24406,2754,250,3,2023-07-24
24407,3955,36,2,2024-03-24
24408,4365,114,5,2023-12-18
24409,1111,373,7,2024-09-11
24410,6287,491,4,2023-07-07
24411,8883,82,7,2024-07-08
24412,7570,225,6,2024-09-08
24413,9548,225,3,2024-11-07
24414,7621,226,8,2024-10-10
24415,1796,335,10,2023-09-08
24416,8339,359,5,2024-08-06
24417,6675,14,6,2023-11-22
24418,3092,360,5,2025-01-14
24419,6457,471,6,2025-03-11
24420,7215,147,1,2024-06-12
24421,6243,406,9,2024-12-03
24422,3806,133,9,2025-04-03
24423,7155,401,10,2024-04-07
24424,8257,251,2,2025-01-20
24425,6998,356,5,2023-08-19
24426,6563,404,3,2023-08-22
24427,2062,290,2,2024-06-09
24428,8152,246,4,2025-04-06
24429,6384,394,1,2024-01-15
24430,5336,124,10,2025-04-25
24431,34,469,9,2024-12-30
24432,1055,44,1,2024-06-18
24433,383,17,8,2023-07-04
24434,7716,277,4,2023-08-04
24435,1916,429,9,2024-08-30
24436,2564,376,7,2024-08-09
24437,3332,245,5,2024-02-15
24438,1159,301,9,2024-06-01
24439,7941,348,1,2024-08-05
24440,3405,467,3,2024-01-21
24441,3047,163,1,2024-09-06
24442,8442,46,10,2024-10-10
24443,3259,119,10,2025-01-09
24444,2460,83,8,2024-12-24
24445,4231,333,5,2025-01-06
24446,6049,136,6,2023-09-24
24447,4647,394,5,2023-07-24
24448,7901,485,3,2025-03-31
24449,7270,266,8,2024-06-03
24450,9826,429,3,2024-07-09
24451,4755,145,8,2023-06-26
24452,7532,473,2,2024-08-23
24453,7465,160,1,2024-01-11
24454,6686,474,7,2024-05-27
24455,9144,199,8,2024-08-25
24456,9314,395,10,2024-06-18
24457,4274,65,1,2023-12-17
24458,6160,62,4,2025-02-16
24459,7740,220,10,2024-07-09
24460,8715,445,3,2024-11-04
24461,3131,232,7,2023-09-11
24462,1400,421,9,2025-04-18
24463,2145,163,10,2024-04-14
24464,3348,467,1,2024-11-11
24465,8923,253,9,2023-07-15
24466,8090,289,1,2023-11-07
24467,9833,36,3,2023-05-11
24468,8197,40,3,2024-04-21
24469,1351,483,3,2023-06-21
24470,6650,112,6,2023-10-20
24471,9100,58,6,2025-04-06
24472,7117,245,2,2024-09-11
24473,551,89,7,2024-09-01
24474,2808,88,6,2024-05-31
24475,1674,312,4,2023-07-24
24476,3146,163,7,2025-04-06
24477,2139,409,9,2023-12-18
24478,4721,149,4,2024-02-09
24479,7984,345,3,2023-11-20
24480,8866,95,9,2024-03-04
24481,4164,15,2,2024-11-21
24482,2749,182,3,2024-12-15
24483,957,23,5,2024-07-22
24484,4024,96,1,2025-03-15
24485,9217,36,9,2025-04-07
24486,2567,257,2,2025-04-08
24487,2515,150,8,2024-02-04
24488,6510,338,7,2023-10-27
24489,7063,467,8,2023-08-29
24490,8407,106,1,2023-06-25
24491,3158,498,2,2024-03-14
24492,8032,87,10,2024-04-18
24493,4367,26,10,2024-12-31
24494,9985,111,8,2024-05-25
24495,5740,42,4,2024-02-07
24496,7977,213,9,2023-08-29
24497,4225,272,2,2024-12-22
24498,4966,378,2,2024-09-12
24499,9757,377,7,2023-11-14
24500,8105,289,10,2023-08-14
24501,1633,285,5,2024-10-08
24502,5347,35,10,2024-04-11
24503,2513,2,9,2023-07-21
24504,4454,319,7,2024-10-22
24505,5739,128,9,2024-08-25
24506,5505,47,10,2024-09-28
24507,4299,21,6,2024-04-10
24508,6606,277,5,2023-05-18
24509,5686,325,10,2024-08-07
24510,3508,356,5,2024-05-26
24511,894,480,2,2024-10-01
24512,771,428,8,2024-11-26
24513,5957,443,3,2024-02-02
24514,8992,232,10,2025-03-14
24515,7764,85,3,2025-02-06
24516,5566,242,6,2024-09-07
24517,776,66,3,2024-07-22
24518,5511,316,4,2023-07-05
24519,1928,339,3,2024-01-12
24520,3026,491,8,2024-03-18
24521,2765,191,5,2024-06-16
24522,4677,347,10,2025-01-27
24523,5993,476,6,2024-06-17
24524,195,127,1,2024-10-25
24525,7421,296,6,2024-04-10
24526,8944,68,6,2024-08-24
24527,4119,401,7,2024-09-24
24528,7691,495,8,2024-09-22
24529,2434,122,10,2025-01-16
24530,6147,227,8,2024-03-13
24531,8523,98,10,2024-08-18
24532,180,492,8,2024-04-02
24533,5233,458,2,2023-11-23
24534,6671,104,9,2023-10-23
24535,74,206,7,2024-09-03
24536,2966,208,8,2024-01-31
24537,4898,7,10,2024-12-15
24538,9476,429,1,2024-12-26
24539,7521,107,8,2025-04-06
24540,2232,87,10,2025-03-28
24541,1825,256,7,2024-05-14
24542,4493,273,1,2025-05-06
24543,3564,205,2,2024-06-23
24544,4682,325,6,2024-10-20
24545,4976,129,1,2025-02-18
24546,2987,305,2,2025-03-12
24547,5933,196,6,2025-03-12
24548,317,341,6,2023-12-14
24549,8563,144,9,2023-08-25
24550,4928,37,5,2024-09-28
24551,9350,92,3,2024-02-10
24552,8811,115,6,2024-11-16
24553,6579,18,3,2024-04-02
24554,2210,429,10,2023-09-04
24555,3836,500,6,2025-01-16
24556,1050,42,8,2024-11-04
24557,4917,450,9,2024-04-05
24558,6655,97,7,2024-04-04
24559,3976,474,9,2024-06-01
24560,757,180,9,2025-02-27
24561,4149,201,1,2024-08-14
24562,7776,4,5,2024-09-30
24563,3750,173,2,2024-03-16
24564,7978,192,10,2024-04-23
24565,3137,42,8,2025-01-13
24566,2630,217,2,2024-10-16
24567,547,278,5,2024-04-06
24568,5352,204,4,2023-06-18
24569,1252,387,5,2023-10-19
24570,7322,350,10,2024-05-02
24571,6506,54,3,2025-03-11
24572,6912,172,1,2024-03-16
24573,8644,275,10,2023-11-01
24574,9920,250,6,2024-09-28
24575,5489,259,6,2023-12-29
24576,3187,455,8,2023-07-27
24577,9674,308,8,2024-11-25
24578,8829,478,9,2023-12-17
24579,1333,219,7,2023-05-29
24580,8438,326,1,2024-12-03
24581,6630,169,2,2024-05-23
24582,1719,295,9,2023-08-29
24583,8313,284,8,2024-12-24
24584,4684,330,5,2024-05-03
24585,7779,100,3,2024-07-06
24586,1369,244,8,2023-08-01
24587,8338,392,6,2023-10-18
24588,4807,163,8,2024-08-31
24589,4673,459,8,2025-02-25
24590,7572,12,7,2024-02-23
24591,650,267,6,2025-02-19
24592,5559,283,9,2023-10-24
24593,3127,160,9,2024-02-27
24594,6116,442,7,2024-08-20
24595,4647,386,4,2023-06-28
24596,2731,438,8,2024-05-19
24597,5983,158,2,2025-02-06
24598,1163,372,6,2023-09-30
24599,6977,187,3,2025-02-16
24600,7747,233,1,2023-09-08
24601,1384,477,6,2023-06-19
24602,6273,83,7,2024-05-14
24603,6570,455,10,2025-01-10
24604,9249,276,2,2024-10-28
24605,8845,30,6,2024-05-07
24606,2061,231,10,2024-11-16
24607,2449,14,1,2024-05-27
24608,9147,167,5,2025-04-02
24609,6522,122,2,2023-07-09
24610,6921,369,5,2023-08-16
24611,6703,21,7,2023-09-01
24612,6584,325,5,2023-07-06
24613,9243,399,4,2025-02-03
24614,2633,123,8,2023-08-04
24615,5485,169,9,2023-07-27
24616,3451,264,9,2023-10-31
24617,3304,372,4,2024-05-03
24618,3715,335,2,2025-02-14
24619,4316,298,4,2024-06-19
24620,2535,184,5,2025-01-11
24621,8376,167,10,2024-06-15
24622,2697,257,3,2024-10-28
24623,131,482,7,2024-05-30
24624,7040,223,6,2023-11-18
24625,3402,133,8,2025-04-21
24626,7348,470,2,2025-03-14
24627,573,291,1,2023-07-19
24628,352,78,9,2025-02-20
24629,1351,1,1,2023-05-17
24630,321,106,3,2024-02-27
24631,6851,205,7,2024-12-12
24632,1476,239,9,2024-07-18
24633,215,261,9,2023-11-11
24634,6653,408,5,2024-10-16
24635,5054,356,10,2024-02-10
24636,9509,458,2,2024-05-21
24637,6415,499,3,2024-11-27
24638,8097,356,8,2025-04-06
24639,6783,177,1,2025-05-01
24640,2421,443,10,2024-01-16
24641,4834,479,3,2025-01-14
24642,5808,32,2,2024-10-07
24643,2526,69,10,2024-08-29
24644,1908,186,4,2024-11-30
24645,6037,104,8,2025-02-25
24646,5369,300,3,2024-12-21
24647,7884,38,10,2023-12-21
24648,7603,443,7,2024-09-18
24649,6462,465,2,2023-05-23
24650,6160,86,5,2024-07-05
24651,2234,311,4,2024-06-25
24652,3484,272,1,2024-04-15
24653,1793,420,1,2024-01-26
24654,7773,452,1,2023-08-05
24655,1894,225,8,2025-04-04
24656,4812,158,7,2024-08-19
24657,324,277,4,2024-07-24
24658,4850,287,7,2025-03-20
24659,4348,295,2,2024-09-03
24660,7986,381,6,2024-05-20
24661,157,234,9,2025-03-13
24662,3313,49,3,2024-01-11
24663,3358,114,2,2024-04-11
24664,5225,438,4,2024-03-05
24665,4469,307,8,2024-03-27
24666,6182,89,2,2023-10-30
24667,8029,147,2,2023-09-07
24668,489,430,4,2025-01-16
24669,7415,179,2,2024-04-04
24670,4886,55,7,2024-02-18
24671,4591,288,7,2024-01-20
24672,6300,271,10,2023-11-09
24673,9171,96,4,2025-02-06
24674,9987,368,8,2024-10-26
24675,3157,489,3,2024-12-11
24676,7296,271,7,2024-05-25
24677,527,82,9,2025-03-27
24678,4750,357,10,2023-11-22
24679,6769,111,6,2024-11-18
24680,6003,472,6,2025-01-28
24681,276,35,3,2024-01-31
24682,1088,337,10,2023-08-26
24683,9286,415,2,2023-11-09
24684,4302,474,10,2025-04-23
24685,9662,179,3,2023-07-24
24686,5269,98,6,2024-05-05
24687,9449,188,4,2024-06-16
24688,124,43,10,2023-08-22
24689,6352,187,5,2024-06-23
24690,9327,374,8,2023-06-03
24691,952,173,10,2023-10-12
24692,4751,497,5,2024-04-23
24693,5912,348,10,2024-11-14
24694,9300,52,5,2024-04-10
24695,5129,76,2,2024-07-31
24696,75,71,1,2024-04-12
24697,3356,259,9,2023-06-21
24698,7805,1,8,2024-04-25
24699,1194,127,7,2023-08-21
24700,364,435,5,2024-01-14
24701,2154,35,3,2025-03-30
24702,1628,412,1,2024-11-14
24703,556,147,7,2024-07-09
24704,8870,249,10,2024-06-14
24705,7726,182,3,2023-09-29
24706,1325,21,1,2023-08-19
24707,8623,146,9,2023-10-03
24708,7072,161,5,2025-04-13
24709,2873,178,6,2025-01-01
24710,7102,482,9,2024-01-29
24711,6288,417,3,2024-12-04
24712,2996,85,10,2023-06-17
24713,904,488,6,2023-10-26
24714,4363,146,2,2024-02-03
24715,7537,46,1,2024-05-23
24716,5689,494,7,2023-06-23
24717,8158,110,10,2025-03-26
24718,2353,318,4,2023-12-07
24719,6742,387,10,2024-06-28
24720,540,239,1,2023-11-01
24721,6225,129,9,2024-12-11
24722,8069,73,4,2024-10-08
24723,5480,389,9,2023-06-19
24724,3079,485,9,2025-02-22
24725,9434,342,6,2023-07-04
24726,1354,237,6,2024-04-15
24727,2274,28,5,2025-01-13
24728,7613,248,1,2023-10-26
24729,653,157,9,2024-02-18
24730,3202,358,1,2024-09-16
24731,7319,201,3,2023-07-11
24732,7572,449,4,2023-11-24
24733,2787,186,6,2023-08-22
24734,3495,280,3,2024-08-02
24735,7538,432,5,2024-06-27
24736,3539,286,4,2024-05-28
24737,2556,357,7,2024-08-25
24738,2643,444,3,2023-12-26
24739,5527,30,7,2024-05-02
24740,3412,156,9,2024-02-04
24741,3456,234,4,2023-08-22
24742,2244,459,4,2024-03-28
24743,47,37,5,2024-08-01
24744,6732,132,7,2023-12-16
24745,7910,187,1,2025-01-10
24746,4080,272,1,2023-10-01
24747,9867,168,5,2024-03-30
24748,1395,278,6,2024-02-28
24749,2711,32,4,2024-01-21
24750,9582,254,2,2023-12-03
24751,715,417,2,2024-11-27
24752,322,142,5,2023-09-10
24753,3546,112,1,2024-01-31
24754,5957,391,1,2024-08-02
24755,9567,277,1,2023-06-12
24756,9518,301,4,2024-07-10
24757,4165,22,10,2025-03-04
24758,6700,357,1,2024-07-11
24759,899,374,9,2024-02-16
24760,7877,450,7,2024-12-21
24761,8255,150,9,2023-10-01
24762,6428,192,6,2024-10-17
24763,8543,344,5,2025-04-16
24764,2548,84,6,2023-09-24
24765,3033,435,8,2024-11-17
24766,7207,200,9,2024-11-12
24767,5762,240,6,2025-02-20
24768,6001,355,7,2024-02-04
24769,4805,160,3,2024-08-29
24770,9525,90,8,2025-04-04
24771,8089,175,1,2024-02-16
24772,1417,309,4,2024-09-13
24773,2400,412,6,2023-06-12
24774,2138,363,7,2024-11-09
24775,7230,160,10,2023-06-24
24776,4577,71,3,2025-04-29
24777,2836,47,7,2023-09-17
24778,6315,30,10,2024-03-08
24779,5822,90,4,2024-11-19
24780,8343,406,2,2024-09-01
24781,4500,312,9,2024-11-20
24782,7375,39,5,2024-03-20
24783,2976,383,1,2023-11-26
24784,3644,341,6,2023-12-29
24785,7480,452,8,2023-05-14
24786,7364,319,4,2023-06-02
24787,1970,91,5,2024-09-21
24788,832,149,10,2024-12-08
24789,4021,265,7,2024-03-05
24790,3493,193,3,2024-08-03
24791,3753,35,8,2024-02-25
24792,5537,328,6,2024-05-17
24793,3344,112,8,2023-11-06
24794,3279,324,5,2024-08-01
24795,7916,240,7,2024-07-02
24796,3567,32,7,2023-07-30
24797,5248,500,9,2023-11-24
24798,5834,261,3,2024-05-31
24799,7439,452,7,2024-09-07
24800,5836,154,7,2025-01-19
24801,9614,35,6,2023-06-18
24802,9081,292,8,2024-12-29
24803,3590,326,1,2025-03-11
24804,4012,365,8,2024-01-29
24805,8360,475,6,2025-01-25
24806,8643,477,2,2023-11-15
24807,4397,343,5,2023-08-14
24808,2079,484,10,2023-08-28
24809,8586,438,4,2025-03-24
24810,6689,273,8,2024-12-07
24811,6715,59,10,2024-07-04
24812,346,236,6,2024-07-12
24813,387,163,7,2023-07-14
24814,1288,51,6,2023-06-21
24815,5785,187,2,2023-11-23
24816,711,253,5,2023-06-29
24817,9752,321,9,2024-01-09
24818,2010,288,9,2024-09-11
24819,6577,408,10,2024-11-25
24820,6245,454,2,2024-06-23
24821,1416,191,9,2024-06-21
24822,8647,312,1,2023-09-04
24823,1051,250,2,2023-06-08
24824,8238,225,3,2025-03-21
24825,9711,234,1,2024-09-07
24826,1298,374,3,2023-08-18
24827,6794,260,4,2024-08-09
24828,1915,183,7,2025-03-28
24829,2764,332,5,2023-07-21
24830,3050,31,7,2024-08-02
24831,796,192,2,2024-06-01
24832,1582,207,10,2024-07-12
24833,7889,214,10,2023-09-12
24834,173,176,5,2023-06-21
24835,4044,171,3,2023-10-06
24836,6644,449,9,2023-09-28
24837,2055,377,2,2024-08-03
24838,9907,420,5,2024-08-05
24839,7332,43,10,2023-12-27
24840,21,355,3,2024-10-21
24841,4052,89,8,2025-03-23
24842,1727,17,8,2023-09-07
24843,4038,65,6,2024-06-20
24844,7401,188,10,2024-03-04
24845,2296,62,3,2024-09-03
24846,3934,416,1,2024-10-12
24847,3324,441,5,2024-07-21
24848,8335,314,10,2023-09-25
24849,1007,167,7,2023-07-20
24850,4117,490,4,2023-12-21
24851,1338,227,3,2023-07-17
24852,1289,378,1,2025-01-29
24853,4585,431,7,2023-11-30
24854,3433,395,2,2024-05-09
24855,1166,269,7,2025-04-16
24856,7453,447,1,2024-05-28
24857,1092,290,9,2024-07-07
24858,8110,274,4,2024-05-24
24859,5732,11,6,2025-03-20
24860,4931,473,5,2023-10-12
24861,5925,318,4,2025-04-02
24862,1790,281,2,2023-07-30
24863,3643,498,2,2024-12-21
24864,2436,184,5,2024-03-21
24865,7263,2,10,2023-10-08
24866,9506,256,4,2023-11-14
24867,4193,422,2,2025-01-22
24868,3867,184,1,2024-05-22
24869,5604,143,1,2024-08-24
24870,7366,460,7,2025-04-29
24871,4165,385,8,2024-09-10
24872,1796,333,9,2025-02-07
24873,6302,355,3,2024-07-23
24874,9623,139,4,2024-11-21
24875,6702,281,2,2024-09-10
24876,3105,46,5,2024-12-13
24877,5457,464,4,2024-01-05
24878,4612,284,1,2024-12-02
24879,7677,426,3,2023-12-31
24880,370,420,8,2023-07-11
24881,8716,436,5,2024-11-06
24882,5681,342,9,2024-03-27
24883,4539,169,9,2023-10-21
24884,4937,28,3,2023-06-08
24885,2166,83,8,2024-06-19
24886,7922,194,1,2025-04-24
24887,2124,50,9,2024-05-22
24888,891,217,7,2024-05-21
24889,7945,65,6,2024-03-03
24890,2898,230,10,2024-07-24
24891,3145,385,5,2023-09-10
24892,4169,462,5,2023-09-21
24893,5749,456,2,2024-04-18
24894,9647,20,7,2023-05-15
24895,7210,251,5,2024-08-20
24896,2356,34,1,2023-10-10
24897,9121,99,1,2024-10-14
24898,6814,107,5,2023-06-22
24899,4838,103,8,2024-03-25
24900,1685,10,9,2023-08-10
24901,4198,86,6,2024-11-12
24902,7281,449,6,2024-12-23
24903,4417,95,4,2024-07-21
24904,7540,123,6,2024-03-16
24905,3453,353,5,2025-01-04
24906,9266,437,8,2025-02-07
24907,2058,160,9,2024-07-24
24908,6872,267,10,2024-03-10
24909,8351,430,4,2025-04-25
24910,2718,83,6,2024-09-16
24911,3624,173,1,2025-03-09
24912,3019,491,3,2025-04-14
24913,7329,479,8,2024-09-23
24914,4286,334,7,2023-12-28
24915,9489,4,4,2024-09-06
24916,3770,266,5,2023-08-17
24917,8064,448,2,2024-03-18
24918,3600,476,8,2025-03-26
24919,156,174,9,2024-10-19
24920,8096,451,8,2024-10-14
24921,5489,72,3,2024-11-24
24922,2989,404,2,2023-12-03
24923,2625,371,1,2024-01-20
24924,550,376,5,2024-02-24
24925,201,325,3,2025-03-18
24926,3520,339,5,2023-05-22
24927,2177,495,1,2023-08-21
24928,3076,116,9,2024-08-14
24929,7841,328,4,2023-07-26
24930,9061,155,6,2024-11-15
24931,3444,184,1,2024-11-28
24932,891,65,2,2024-09-19
24933,5143,340,7,2024-02-13
24934,3931,279,4,2024-11-12
24935,6602,194,7,2024-07-09
24936,9271,144,4,2023-07-12
24937,6670,447,6,2024-05-08
24938,8320,193,10,2024-01-03
24939,4984,316,2,2025-05-07
24940,9925,296,8,2024-11-29
24941,8881,356,6,2025-02-12
24942,1872,430,4,2024-12-21
24943,5073,151,6,2024-10-13
24944,5256,127,3,2023-10-12
24945,9773,200,8,2024-12-11
24946,8149,98,8,2023-10-31
24947,5166,298,5,2025-02-15
24948,2559,278,4,2023-09-20
24949,1454,258,9,2024-08-08
24950,8608,337,7,2024-11-08
24951,1783,204,7,2023-06-02
24952,6555,118,4,2025-03-14
24953,4906,95,9,2023-05-19
24954,569,309,2,2024-04-02
24955,1596,174,5,2024-11-27
24956,1842,195,9,2023-11-17
24957,2822,152,10,2025-03-13
24958,7609,234,1,2024-12-16
24959,5837,347,5,2024-08-10
24960,9403,59,2,2024-05-31
24961,4271,453,1,2024-10-04
24962,7023,191,5,2025-04-22
24963,8095,204,6,2023-09-10
24964,1567,93,7,2024-12-25
24965,7905,351,5,2023-06-13
24966,9784,457,1,2025-02-17
24967,7505,183,4,2025-01-29
24968,5709,52,4,2025-02-09
24969,8414,128,5,2024-11-19
24970,5992,212,3,2024-09-10
24971,9262,111,4,2024-03-11
24972,4948,342,10,2024-10-31
24973,5329,217,6,2025-04-25
24974,1780,172,9,2023-08-01
24975,2516,80,4,2023-09-30
24976,864,305,5,2025-02-22
24977,7979,206,1,2024-05-20
24978,5606,291,7,2024-04-02
24979,7332,210,6,2024-02-08
24980,7091,43,3,2025-04-18
24981,4476,290,9,2023-07-21
24982,3580,118,5,2023-11-11
24983,4232,50,5,2024-06-08
24984,6257,249,10,2024-12-29
24985,6299,298,4,2024-01-24
24986,8344,301,3,2025-02-08
24987,6089,345,3,2023-08-18
24988,1654,414,5,2025-05-05
24989,9756,115,8,2025-03-29
24990,3494,386,6,2024-11-09
24991,2615,314,1,2023-12-08
24992,8508,479,4,2024-03-29
24993,1377,390,2,2024-09-27
24994,6403,353,9,2024-02-08
24995,6911,230,5,2023-07-13
24996,4319,399,8,2024-05-21
24997,8589,224,9,2023-12-04
24998,7380,103,3,2025-04-16
24999,54,235,2,2024-08-21
25000,8715,45,2,2024-06-08
25001,6618,316,5,2024-01-18
25002,4113,429,2,2024-03-27
25003,8988,74,7,2023-07-10
25004,9877,256,2,2024-04-23
25005,8264,367,8,2024-10-26
25006,932,366,2,2024-04-21
25007,5617,117,10,2024-08-25
25008,9112,345,8,2024-06-26
25009,4394,488,1,2023-11-21
25010,5747,385,5,2023-07-25
25011,1266,296,2,2024-06-10
25012,9552,413,10,2025-01-23
25013,9553,154,10,2023-12-12
25014,8753,325,6,2023-06-16
25015,1989,434,2,2025-01-02
25016,7882,148,3,2023-05-23
25017,6398,41,5,2025-03-24
25018,2147,73,8,2024-07-27
25019,5084,15,5,2023-10-25
25020,5864,42,3,2024-11-13
25021,2727,269,6,2024-01-05
25022,8216,290,4,2023-08-16
25023,7540,16,9,2023-09-18
25024,1889,26,4,2023-11-03
25025,5664,232,5,2025-02-05
25026,3667,466,2,2024-01-25
25027,9119,291,2,2024-01-02
25028,607,16,5,2024-08-13
25029,9542,476,3,2023-07-17
25030,4182,206,1,2023-10-08
25031,1975,456,3,2024-06-18
25032,8882,321,6,2023-08-19
25033,4253,342,10,2024-03-08
25034,9420,372,8,2024-02-19
25035,2928,205,4,2025-05-03
25036,1642,334,6,2025-04-12
25037,862,263,2,2023-11-05
25038,130,284,7,2024-06-02
25039,7168,227,1,2023-11-29
25040,4400,476,3,2024-11-18
25041,9473,184,8,2024-01-31
25042,9811,10,4,2023-10-28
25043,5279,143,1,2025-01-09
25044,6347,139,3,2024-11-10
25045,8655,82,4,2024-07-02
25046,5897,292,9,2023-10-17
25047,4586,414,9,2023-10-12
25048,8237,467,8,2025-02-06
25049,6528,486,10,2024-03-03
25050,1290,276,7,2024-07-07
25051,4630,495,9,2025-02-02
25052,4628,39,3,2024-05-05
25053,1319,77,4,2024-10-15
25054,4616,292,7,2024-04-03
25055,573,180,10,2024-06-14
25056,3347,388,8,2024-02-16
25057,694,362,7,2024-11-25
25058,2396,238,3,2024-02-25
25059,3700,172,3,2023-12-01
25060,6412,139,4,2024-01-19
25061,6252,46,2,2025-04-06
25062,4027,434,9,2024-07-15
